Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),File format type (product.metafields.shopify.file-format-type),Fit (product.metafields.shopify.fit),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Operating system (product.metafields.shopify.operating-system),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Wallpaper theme (product.metafields.shopify.wallpaper-theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
intercessory-dept-varsity-tee,Intercessory Dept Varsity Tee,"<p>300GSM</p>
<p>Oversized, Size down for regular fit.<br>Model is wearing a Medium.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,black-2,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-34-20250614.jpg?v=1750690510,1,"",false,,,,,teens,black-2,,,,,,,,m-1; l-1; xl; xxl,,female; male; other,,,,,,,,,,kg,,140.00,draft
intercessory-dept-varsity-tee,,,,,,,,,l-1,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/new_id.jpg?v=1750690552,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
intercessory-dept-varsity-tee,,,,,,,,,xl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
intercessory-dept-varsity-tee,,,,,,,,,xxl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,140.00,
damaris-bag,Damaris Bag,"<p>Handmade from t-shirt yarn</p>
<p>Sturdy and firm(Even your Bible can fit inside)</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Accessories, Inri Mainline, Women",false,Color,Charcoal grey,,,,,,,,,300.0,shopify,0,deny,manual,270.00,320.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-76-20250614.jpg?v=1750687591,1,"",false,,,,,,charcoal-grey; off-white; beige; black,cotton,,,,,,,,,female,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-76-20250614.jpg?v=1750687591,kg,,,draft
damaris-bag,,,,,,,,,Offwhite,,,,,,,,,300.0,shopify,0,deny,manual,270.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-112-20250614.jpg?v=1750687591,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-108-20250614.jpg?v=1750687591,kg,,,
damaris-bag,,,,,,,,,Black,,,,,,,,,300.0,shopify,0,deny,manual,270.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-108-20250614.jpg?v=1750687591,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-112-20250614.jpg?v=1750687591,kg,,,
damaris-bag,,,,,,,,,Brown,,,,,,,,,300.0,shopify,0,deny,manual,270.00,320.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-7-20250614_1.jpg?v=1750687591,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-7-20250614_1.jpg?v=1750687591,kg,,,
tishbe-motors-hoodie,Tishbe Motors Hoodie,"<p>400GSM heavy cotton<br></p>
<p>Puff printed graphics</p>
<p>Doesn't get better than this.</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Intercessory Department, Men, Shirts, T Shirts, Women",false,Color,Grey,,Sizes,S,,,,,,300.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-95-20250614_60f7e1e9-1fd6-4f52-b0b8-68e645a38beb.jpg?v=1750687254,1,"",false,,,,,,charcoal-grey,cotton,,,,,,,,,,,,,,,,,,,kg,,,draft
tishbe-motors-hoodie,,,,,,,,,Grey,,,M,,,,,,300.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-99-20250614_bfa8d835-22cb-4255-a19e-6c513328b367.jpg?v=1750687254,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tishbe-motors-hoodie,,,,,,,,,Grey,,,L,,,,,,300.0,shopify,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRICAM-101-20250614_eebdfa41-ea30-4e2c-82a3-0cf11d1e9403.jpg?v=1750687254,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tishbe-motors-hoodie,,,,,,,,,Grey,,,XL,,,,,,300.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tishbe-motors-hoodie,,,,,,,,,Grey,,,XXL,,,,,,300.0,shopify,0,deny,manual,400.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
intercessory-dept,Intercessory Dept Acid wash Tee,"<p>320GSM heavy cotton</p>
<p>Puff print in cyan blue</p>
<p>Stay true to size</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Intercessory Department, Men, Shirts, T Shirts, Women",false,Color,Grey,,Sizes,S,,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/cyan_back.jpg?v=1744457743,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
intercessory-dept,,,,,,,,,Grey,,,M,,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/cyan_front.jpg?v=1744457743,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
intercessory-dept,,,,,,,,,Grey,,,L,,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
intercessory-dept,,,,,,,,,Grey,,,XL,,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
intercessory-dept,,,,,,,,,Grey,,,XXL,,,,,"",300.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ss25-dark-green,Time & Chance SS25 Acid wash,"<p>Sage green acid wash</p>
<p>250GSM</p>
<p>Puff print at the back</p>
<p><br></p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Accessories, Inri Mainline, Men, T Shirts, Women",false,Color,Dark green,,Size,S,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/e-com_back.jpg?v=1744457861,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
ss25-dark-green,,,,,,,,,Dark green,,,M,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/e-com_front.jpg?v=1744457861,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ss25-dark-green,,,,,,,,,Dark green,,,L,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ss25-dark-green,,,,,,,,,Dark green,,,XL,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
ss25-dark-green,,,,,,,,,Dark green,,,XXL,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-1,Life and death Tee,"<p>250GSM Cotton</p>
<p>Stay true to size</p>
<p>Features Screen and dtf print</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, T Shirts, Women",false,Color,Black,,Sizes,S,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/b62d26dd-4832-4f6f-8020-98611d048d24.jpg?v=1744119981,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
life-and-death-tee-1,,,,,,,,,Black,,,M,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1b83b894-fe67-4319-9332-d2374776a278.jpg?v=1744119981,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-1,,,,,,,,,Black,,,L,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/f6fe6316-678a-4e82-be14-5572a82ed193.jpg?v=1744119981,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-1,,,,,,,,,Black,,,XL,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
life-and-death-tee-1,,,,,,,,,Black,,,XXL,,,,,"",300.0,shopify,0,deny,manual,350.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
zion-airways-1,Zion airways Black,"<p>300GSM lifestyle jersey<br>Features screen printed graphics<br>Oversized but cropped fit<br><br></p>
<p>Model wearing a Large</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Jerseys, Men, T Shirts, Women",true,Color,black-1,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/zion_airways_black1.jpg?v=1742973578,1,"",false,,,,,,black-1,,,,,,,,s-1; m-1; l-1; xl,,,,,,,,,,,,kg,,123.77,active
zion-airways-1,,,,,,,,,black-1,,,m-1,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/zion_airways_black2.jpg?v=1742973577,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,123.77,
zion-airways-1,,,,,,,,,black-1,,,l-1,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,123.77,
zion-airways-1,,,,,,,,,black-1,,,xl,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,123.77,
zion-airways,Zion Airways Off-White,"<p>300GSM lifestyle jersey<br>Features screen printed graphics<br>Oversized but cropped fit<br><br></p>
<p>Model wearing a Large</p>",1NRI,Apparel & Accessories > Clothing,clothing,"Inri Mainline, Jerseys, Men, T Shirts, Women",false,Color,off-white,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/ASH03700-Edit.jpg?v=1744119735,1,"",false,,,,,,off-white,,,,,,,,s-1; m-1; l-1; xl; xxl,,unisex,,,,,,,,,,kg,,130.30,draft
zion-airways,,,,,,,,,off-white,,,m-1,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.30,
zion-airways,,,,,,,,,off-white,,,l-1,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.30,
zion-airways,,,,,,,,,off-white,,,xl,,,,,"",400.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.30,
zion-airways,,,,,,,,,off-white,,,xxl,,,,,,400.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.30,
shepherds-hoodie,Shepherd's Hoodie,"<p>French terry Organic cotton</p>
<p>Features fleece fabric </p>
<p>Exposed labeling on the front</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Women",false,Size,s,product.metafields.shopify.size,Color,beige,product.metafields.shopify.color-pattern,,,,,300.0,shopify,1,deny,manual,150.00,250.00,true,true,,,,,"",,,,false,,,,,,beige,,,,,,,,s; m-1; l-1; xl; xxl,,,,,,,,,,,,kg,,190.53,draft
shepherds-hoodie,,,,,,,,,m-1,,,beige,,,,,,300.0,shopify,0,deny,manual,150.00,250.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
shepherds-hoodie,,,,,,,,,l-1,,,beige,,,,,,300.0,shopify,0,deny,manual,150.00,250.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
shepherds-hoodie,,,,,,,,,xl,,,beige,,,,,,300.0,shopify,0,deny,manual,150.00,250.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
shepherds-hoodie,,,,,,,,,xxl,,,beige,,,,,,300.0,shopify,0,deny,manual,150.00,250.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
intercessory-club-tee-black,Intercessory Club Tee Black,"<p>260GSM</p>
<p>Oversized but cropped it<br>Features screen printed graphics</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,black-2,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,260.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/club_black_1.jpg?v=1741788787,1,"",false,,,,,,black-2,,,,,,,,m-1; l-1; xl; xxl,,,,,,,,,,,,kg,,190.53,draft
intercessory-club-tee-black,,,,,,,,,l-1,,,black-2,,,,,,300.0,shopify,0,deny,manual,260.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/club_black_2.jpg?v=1741788787,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
intercessory-club-tee-black,,,,,,,,,xl,,,black-2,,,,,,300.0,shopify,0,deny,manual,260.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
intercessory-club-tee-black,,,,,,,,,xxl,,,black-2,,,,,,300.0,shopify,0,deny,manual,260.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
intercessory-club-tee-white,Intercessory Club Tee White,"<p>260GSM</p>
<p>Oversized but cropped it<br>Features screen printed graphics</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",true,Size,m-1,product.metafields.shopify.size,Color,white,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-128.jpg?v=1767261242,1,"",false,,,,,adults,white,,,,,,,,m-1; l-1; xl; xxl,,unisex,,,,,,,,,,kg,,120.00,active
intercessory-club-tee-white,,,,,,,,,l-1,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-131_95cb9acd-3cca-4ebd-930e-b21656aef71d.jpg?v=1767261242,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,120.00,
intercessory-club-tee-white,,,,,,,,,xl,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,120.00,
intercessory-club-tee-white,,,,,,,,,xxl,,,white,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,120.00,
maison-de-priere-tee-white,Maison De Priere Tee White,"<p>300 GSM tee </p>
<p>Screen print and dtf<br><br>Oversized boxy and cropped fit.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,white,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_shirt_white_1.jpg?v=1741787259,1,"",false,,,,,,white,,,,,,,,m-1; l-1; xl; xxl,,,,,,,,,,,,kg,,190.53,draft
maison-de-priere-tee-white,,,,,,,,,l-1,,,white,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_shirt_white_2.jpg?v=1741787259,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
maison-de-priere-tee-white,,,,,,,,,xl,,,white,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_shirt_white_3.jpg?v=1741787259,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
maison-de-priere-tee-white,,,,,,,,,xxl,,,white,,,,,,300.0,shopify,0,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,190.53,
maison-de-priere-tee-black,Maison De Priere Tee Black,"<p>300GSM</p>
<p>Oversized but cropped it<br>Features screen printed graphics and dtf print.</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,clothing,"Inri Mainline, Men, Shirts, T Shirts, Women",false,Size,m-1,product.metafields.shopify.size,Color,black-2,product.metafields.shopify.color-pattern,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_shirt_2.jpg?v=1741788933,1,"",false,,,,,teens,black-2,,,,,,,,m-1; l-1; xl; xxl,,female; male; other,,,,,,,,,,kg,,150.00,draft
maison-de-priere-tee-black,,,,,,,,,l-1,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_shirt_1.jpg?v=1741788933,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,150.00,
maison-de-priere-tee-black,,,,,,,,,xl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,150.00,
maison-de-priere-tee-black,,,,,,,,,xxl,,,black-2,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,150.00,
grey-bsg,Messenger Bag Charcoal,"<p>Tote bag stuffed with cotton wool for puffy look</p>
<p>Features one large space, with the classic logo embroidery.<br>Perfect bag for all missions.</p>",1NRI,Luggage & Bags > Tote Bags,accesories,"Accessories, Inri Mainline, Men, Women",false,Color,charcoal-grey,product.metafields.shopify.color-pattern,,,,,,,,200.0,shopify,0,deny,manual,270.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/36CBCD3F-911B-4C8F-8A10-20412F33F797.jpg?v=1743625045,1,"",false,,,,,,charcoal-grey,,,,,,,,,,,,,,,,,,,,kg,,,draft
alpaca-bag,Messenger bag Alpaca blue,"<p>Literally the best bag in the world, you’re welcome in advanced </p>",1NRI,Luggage & Bags > Tote Bags,accesories,"Accessories, Inri Mainline, Men, Women",false,Color,blue,product.metafields.shopify.color-pattern,,,,,,,"",300.0,shopify,0,deny,manual,150.00,250.00,true,true,,,,,"",,,,false,,,,,,blue,,,,,,,,,,,,,,,,,,,,kg,,,draft
sanctum-sanctorum-blue-polo,Sanctum Sanctorum Blue polo,"<p>Waffle cotton lightweight polo<br>With puff printed screen graphics</p>
<p>Products have a slight crop</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > Polos,clothing,"Inri Mainline, Intercessory Department, Men, Shirts, Women",false,Color,blue,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,"",200.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/DAA9E7BD-E638-4A5E-862D-DE5D557E6486.jpg?v=1744119459,1,"",false,,,,,,blue,,,,,,,,s-1; m-1; l-1; xl; xxl,,,,,,,,,,,,kg,,,draft
sanctum-sanctorum-blue-polo,,,,,,,,,blue,,,m-1,,,,,"",200.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/8AC0A071-D60A-4F2B-99B0-C360B23556D1.jpg?v=1744119460,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sanctum-sanctorum-blue-polo,,,,,,,,,blue,,,l-1,,,,,"",200.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sanctum-sanctorum-blue-polo,,,,,,,,,blue,,,xl,,,,,"",200.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sanctum-sanctorum-blue-polo,,,,,,,,,blue,,,xxl,,,,,"",200.0,shopify,0,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
green-polos,Sanctum Sanctorum Olive Green polo,"<p>Waffle cotton lightweight polo<br>With puff printed screen graphics</p>
<p>Products have a slight crop</p>",1NRI,Apparel & Accessories,clothing,"Inri Mainline, Men, Shirts, Women",false,Color,olive-green,product.metafields.shopify.color-pattern,size,S,,,,,,200.0,shopify,0,deny,manual,200.00,300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/6ED9DB91-C11B-4524-8A17-5ED5A6BD36C5.jpg?v=1743625019,1,"",false,,,,,,olive-green,,,,,,,,,,unisex,,,,,,,,,,kg,,,draft
green-polos,,,,,,,,,olive-green,,,M,,,,,,200.0,shopify,0,deny,manual,200.00,300.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/77434633-C0A3-4D7C-8544-8D70F0C8DFAE.jpg?v=1743625020,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
green-polos,,,,,,,,,olive-green,,,L,,,,,,200.0,shopify,0,deny,manual,200.00,300.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
green-polos,,,,,,,,,olive-green,,,XL,,,,,,200.0,shopify,0,deny,manual,200.00,300.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
green-polos,,,,,,,,,olive-green,,,XXL,,,,,,200.0,shopify,0,deny,manual,200.00,300.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
heaven-co-poster,Heaven & Co Poster,"<p>A3 Size<br>Matt finish</p>
<p>250gsm cardboard</p>
<p>Does not include frame or any adhesive</p>",1NRI,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Posters",clothing,"Inri Mainline, Men, Women",false,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/hvn_poster.jpg?v=1741789482,1,"",false,,,,,,white,,,,matted,,,,,,,spirituality,,,,,,,,,kg,,,draft
life-and-death-poster,Life and Death Poster,"<p>A3 Size<br>Matt finish</p>
<p>250gsm cardboard</p>
<p>Does not include frame or any adhesive</p>",1NRI,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Posters",clothing,"Inri Mainline, Men, Women",false,Title,Default Title,,,,,,,,"",0.0,shopify,0,deny,manual,40.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/lnd_poster.jpg?v=1741789149,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
life-and-death-sweatshirt,Maison De Priere Sweatshirt,"<p>250GSM <br>100% Organic Cotton</p>
<p>Fits true to size</p>",1NRI,Apparel & Accessories > Clothing > Clothing Tops > Sweatshirts,clothing,"Inri Mainline, Men, Women",false,Color,black-2,product.metafields.shopify.color-pattern,Size,s-1,product.metafields.shopify.size,,,,,600.0,shopify,0,deny,manual,240.00,400.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_sweat_1.jpg?v=1741789673,1,"",false,,,,,,black-2,,,,,,,,s-1; m-1; l-1; xl,,,,,,,,,,,,kg,,158.00,draft
life-and-death-sweatshirt,,,,,,,,,black-2,,,m-1,,,,,,600.0,shopify,0,deny,manual,240.00,400.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_sweat_2.jpg?v=1741789673,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,158.00,
life-and-death-sweatshirt,,,,,,,,,black-2,,,l-1,,,,,,600.0,shopify,0,deny,manual,240.00,400.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0679/4235/1104/files/maison_sweat_3.jpg?v=1741789673,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,158.00,
life-and-death-sweatshirt,,,,,,,,,black-2,,,xl,,,,,,600.0,shopify,0,deny,manual,240.00,400.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,158.00,
